Agency_Text,Sex_Code_Text,Ethnic_Code_Text,AgeGroup,ScaleSet,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,RecSupervisionLevelText,DisplayText,DecileScore,ScoreText,AssessmentType
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,5,Medium,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,4,Low,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,Other,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Violence,1,Low,New
PRETRIAL,Male,Other,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Recidivism,1,Low,New
PRETRIAL,Male,Other,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,High,Risk of Violence,9,High,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,High,Risk of Recidivism,8,High,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,High,Risk of Failure to Appear,2,Low,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Violence,5,Medium,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Recidivism,8,High,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Failure to Appear,5,Medium,New
PRETRIAL,Female,Hispanic,18-25,All Scales,Intake,English,Post Sentence,Pretrial Defendant,Single,High,Risk of Violence,10,High,New
PRETRIAL,Female,Hispanic,18-25,All Scales,Intake,English,Post Sentence,Pretrial Defendant,Single,High,Risk of Recidivism,10,High,New
PRETRIAL,Female,Hispanic,18-25,All Scales,Intake,English,Post Sentence,Pretrial Defendant,Single,High,Risk of Failure to Appear,3,Low,New
PRETRIAL,Male,Caucasian,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,2,Low,New
PRETRIAL,Male,Caucasian,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,3,Low,New
PRETRIAL,Male,Caucasian,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,3,Low,New
Probation,Male,Hispanic,42-50,Risk and Prescreen,Intake,Spanish,Other,Probation,Single,Low,Risk of Violence,2,Low,New
Probation,Male,Hispanic,42-50,Risk and Prescreen,Intake,Spanish,Other,Probation,Single,Low,Risk of Recidivism,4,Low,New
Probation,Male,Hispanic,42-50,Risk and Prescreen,Intake,Spanish,Other,Probation,Single,Low,Risk of Failure to Appear,3,Low,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Violence,4,Low,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Recidivism,8,High,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Failure to Appear,6,Medium,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Violence,7,Medium,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Recidivism,10,High,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Failure to Appear,7,Medium,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Violence,6,Medium,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Recidivism,4,Low,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,Hispanic,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Separated,Low,Risk of Violence,1,Low,New
PRETRIAL,Male,Hispanic,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Separated,Low,Risk of Recidivism,2,Low,New
PRETRIAL,Male,Hispanic,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Separated,Low,Risk of Failure to Appear,3,Low,New
PRETRIAL,Male,Caucasian,42-50,Risk and Prescreen,Intake,English,Pretrial,Pretrial Defendant,Married,Low,Risk of Violence,5,Medium,New
PRETRIAL,Male,Caucasian,42-50,Risk and Prescreen,Intake,English,Pretrial,Pretrial Defendant,Married,Low,Risk of Recidivism,2,Low,New
PRETRIAL,Male,Caucasian,42-50,Risk and Prescreen,Intake,English,Pretrial,Pretrial Defendant,Married,Low,Risk of Failure to Appear,5,Medium,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,2,Low,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,3,Low,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,2,Low,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,2,Low,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,3,Low,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,2,Low,New
Probation,Male,Caucasian,51-60,Risk and Prescreen,Intake,English,Other,Probation,Single,Medium with Override Consideration,Risk of Violence,1,Low,New
Probation,Male,Caucasian,51-60,Risk and Prescreen,Intake,English,Other,Probation,Single,Medium with Override Consideration,Risk of Recidivism,9,High,New
Probation,Male,Caucasian,51-60,Risk and Prescreen,Intake,English,Other,Probation,Single,Medium with Override Consideration,Risk of Failure to Appear,10,High,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Violence,6,Medium,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Recidivism,8,High,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Failure to Appear,8,High,New
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,2,Low,New
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,3,Low,New
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,3,Low,New
PRETRIAL,Male,Caucasian,51-60,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,1,Low,New
PRETRIAL,Male,Caucasian,51-60,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,1,Low,New
PRETRIAL,Male,Caucasian,51-60,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,2,Low,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Violence,1,Low,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Recidivism,1,Low,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,High,Risk of Violence,9,High,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,High,Risk of Recidivism,9,High,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,High,Risk of Failure to Appear,3,Low,New
PRETRIAL,Male,Hispanic,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,4,Low,New
PRETRIAL,Male,Hispanic,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,5,Medium,New
PRETRIAL,Male,Hispanic,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,2,Low,New
PRETRIAL,Female,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,1,Low,New
PRETRIAL,Female,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,2,Low,New
PRETRIAL,Female,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Violence,7,Medium,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Recidivism,4,Low,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,Caucasian,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Divorced,Medium,Risk of Violence,6,Medium,New
PRETRIAL,Male,Caucasian,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Divorced,Medium,Risk of Recidivism,5,Medium,New
PRETRIAL,Male,Caucasian,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Divorced,Medium,Risk of Failure to Appear,10,High,New
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Violence,4,Low,New
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Recidivism,8,High,New
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Failure to Appear,2,Low,New
PRETRIAL,Male,Caucasian,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,1,Low,New
PRETRIAL,Male,Caucasian,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,1,Low,New
PRETRIAL,Male,Caucasian,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,2,Low,New
Probation,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Violence,6,Medium,New
Probation,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Recidivism,8,High,New
Probation,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Failure to Appear,2,Low,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Violence,7,Medium,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Recidivism,5,Medium,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,High,Risk of Violence,9,High,Copy
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,High,Risk of Recidivism,10,High,Copy
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,High,Risk of Failure to Appear,8,High,Copy
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,3,Low,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,4,Low,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,2,Low,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,3,Low,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,4,Low,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,1,Low,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,1,Low,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,Caucasian,51-60,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Divorced,Low,Risk of Violence,1,Low,New
PRETRIAL,Male,Caucasian,51-60,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Divorced,Low,Risk of Recidivism,1,Low,New
PRETRIAL,Male,Caucasian,51-60,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Divorced,Low,Risk of Failure to Appear,2,Low,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Violence,2,Low,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Recidivism,3,Low,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Failure to Appear,3,Low,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Violence,3,Low,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Recidivism,6,Medium,New
PRETRIAL,Male,African-American,42-50,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Failure to Appear,5,Medium,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,3,Low,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,3,Low,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,5,Medium,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,3,Low,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,3,Low,Copy
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,3,Low,Copy
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,2,Low,Copy
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,2,Low,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,2,Low,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,2,Low,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,High,Risk of Violence,8,High,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,High,Risk of Recidivism,9,High,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,High,Risk of Failure to Appear,8,High,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,2,Low,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,1,Low,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Female,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,2,Low,New
PRETRIAL,Female,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,2,Low,New
PRETRIAL,Female,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Violence,6,Medium,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Recidivism,6,Medium,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Violence,6,Medium,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Recidivism,9,High,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Failure to Appear,8,High,New
PRETRIAL,Male,Hispanic,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,3,Low,New
PRETRIAL,Male,Hispanic,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,2,Low,New
PRETRIAL,Male,Hispanic,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Female,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Violence,6,Medium,New
PRETRIAL,Female,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Recidivism,8,High,New
PRETRIAL,Female,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Failure to Appear,4,Low,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Violence,10,High,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Recidivism,7,Medium,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,5,Medium,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,4,Low,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Violence,1,Low,New
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Recidivism,1,Low,New
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Failure to Appear,3,Low,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Violence,1,Low,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Recidivism,1,Low,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Violence,7,Medium,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Recidivism,8,High,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Failure to Appear,2,Low,New
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Violence,6,Medium,Copy
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Recidivism,8,High,Copy
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Failure to Appear,10,High,Copy
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Violence,8,High,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Recidivism,5,Medium,New
PRETRIAL,Male,African-American,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium with Override Consideration,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,Caucasian,51-60,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,1,Low,New
PRETRIAL,Male,Caucasian,51-60,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,1,Low,New
PRETRIAL,Male,Caucasian,51-60,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,3,Low,New
PRETRIAL,Male,Other,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Violence,7,Medium,New
PRETRIAL,Male,Other,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Recidivism,3,Low,New
PRETRIAL,Male,Other,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Medium,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,Hispanic,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Violence,1,Low,New
PRETRIAL,Male,Hispanic,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Recidivism,1,Low,New
PRETRIAL,Male,Hispanic,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,5,Medium,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,4,Low,New
PRETRIAL,Male,Caucasian,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,3,Low,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,2,Low,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,African-American,51-60,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,1,Low,New
PRETRIAL,Male,African-American,51-60,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,4,Low,New
PRETRIAL,Male,African-American,51-60,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Violence,5,Medium,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Recidivism,4,Low,New
PRETRIAL,Male,African-American,26-32,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Single,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Violence,1,Low,New
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Recidivism,2,Low,New
PRETRIAL,Male,African-American,33-41,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Married,Low,Risk of Failure to Appear,1,Low,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Separated,Medium with Override Consideration,Risk of Violence,7,Medium,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Separated,Medium with Override Consideration,Risk of Recidivism,10,High,New
PRETRIAL,Male,Caucasian,18-25,Risk and Prescreen,Intake,English,Pretrial,Jail Inmate,Separated,Medium with Override Consideration,Risk of Failure to Appear,3,Low,New
